epoca,mse
457,0.001206
458,0.001203
459,0.001200
460,0.001197
461,0.001194
462,0.001191
463,0.001188
464,0.001185
465,0.001182
466,0.001179
467,0.001176
468,0.001173
469,0.001170
470,0.001167
471,0.001164
472,0.001161
473,0.001158
474,0.001156
475,0.001153
476,0.001150
477,0.001147
478,0.001144
479,0.001141
480,0.001139
481,0.001136
482,0.001133
483,0.001130
484,0.001128
485,0.001125
486,0.001122
487,0.001120
488,0.001117
489,0.001114
490,0.001112
491,0.001109
492,0.001106
493,0.001104
494,0.001101
495,0.001098
496,0.001096
497,0.001093
498,0.001091
499,0.001088
500,0.001086
